0.001000,77.288136
0.001000,83.050847
0.001000,83.050847
0.010000,79.661017
0.010000,82.711864
0.010000,81.016949
0.100000,79.661017
0.100000,81.355932
0.100000,84.745763
0.200000,79.661017
0.200000,77.288136
0.200000,80.677966
0.500000,80.000000
0.500000,77.966102
0.500000,76.610169
0.800000,79.661017
0.800000,76.271186
0.800000,80.677966
1.000000,76.610169
1.000000,75.254237
1.000000,76.610169
10.000000,80.338983
10.000000,78.983051
10.000000,81.016949
100.000000,73.220339
100.000000,74.576271
100.000000,75.254237
1000.000000,74.915254
1000.000000,76.610169
1000.000000,73.220339
