0.001000,78.305085
0.001000,83.050847
0.001000,83.050847
0.010000,73.898305
0.010000,74.237288
0.010000,73.220339
0.100000,22.372881
0.100000,21.016949
0.100000,19.322034
0.200000,16.271186
0.200000,16.271186
0.200000,13.559322
0.500000,4.745763
0.500000,6.779661
0.500000,4.067797
0.800000,37.288136
0.800000,34.237288
0.800000,45.423729
1.000000,77.627119
1.000000,78.983051
1.000000,78.305085
10.000000,83.389831
10.000000,82.033898
10.000000,84.406780
100.000000,80.338983
100.000000,79.661017
100.000000,80.338983
1000.000000,83.050847
1000.000000,77.966102
1000.000000,77.966102
