0.001000,57.966102
0.001000,61.355932
0.001000,54.237288
0.010000,39.322034
0.010000,42.711864
0.010000,39.661017
0.100000,34.237288
0.100000,33.898305
0.200000,33.898305
0.100000,37.288136
0.200000,35.593220
0.200000,30.508475
0.500000,35.932203
0.500000,39.661017
0.500000,34.576271
0.800000,33.559322
0.800000,32.542373
0.800000,39.322034
1.000000,30.847458
1.000000,38.305085
1.000000,30.169492
10.000000,28.135593
10.000000,26.779661
10.000000,26.779661
100.000000,28.135593
100.000000,31.864407
100.000000,29.830508
1000.000000,34.237288
1000.000000,30.508475
1000.000000,35.593220
0.000000,83.389831
0.000000,80.000000
0.000000,81.355932
0.000001,76.610169
0.000001,79.322034
0.000001,82.711864
0.000010,81.355932
0.000010,79.661017
0.000010,78.644068
0.000100,72.881356
0.000100,74.576271
0.000100,72.542373
0.001000,55.593220
0.001000,60.000000
0.001000,61.355932
