0.001000,80.338983
0.001000,82.372881
0.001000,82.711864
0.010000,80.000000
0.010000,82.711864
0.010000,78.644068
0.100000,84.067797
0.100000,81.694915
0.100000,81.016949
0.200000,81.016949
0.200000,79.661017
0.200000,78.644068
0.300000,80.000000
0.300000,85.084746
0.300000,83.389831
0.400000,81.016949
0.400000,78.983051
0.400000,80.338983
0.500000,78.983051
0.500000,81.355932
0.500000,81.355932
0.600000,77.966102
0.600000,80.677966
0.600000,80.677966
0.700000,84.067797
0.700000,80.338983
0.700000,80.677966
0.800000,80.000000
0.800000,77.966102
0.800000,81.016949
0.900000,80.677966
0.900000,79.661017
0.900000,82.372881
1.000000,82.372881
1.000000,78.644068
1.000000,80.677966
10.000000,78.644068
10.000000,86.101695
10.000000,79.661017
20.000000,83.050847
20.000000,82.372881
20.000000,78.983051
50.000000,78.305085
50.000000,80.677966
50.000000,85.423729
70.000000,79.322034
70.000000,82.711864
70.000000,82.711864
100.000000,82.033898
100.000000,76.610169
100.000000,81.355932
1000.000000,81.694915
1000.000000,83.728814
1000.000000,80.338983
