0.001000,77.966102
0.001000,77.966102
0.001000,77.288136
0.010000,76.271186
0.010000,76.949153
0.010000,79.322034
0.100000,21.355932
0.100000,20.338983
0.100000,17.627119
0.200000,14.915254
0.200000,13.898305
0.200000,15.254237
0.500000,5.762712
0.500000,7.457627
0.500000,6.779661
0.800000,4.745763
0.800000,3.389831
0.800000,4.067797
1.000000,3.389831
1.000000,4.406780
1.000000,2.711864
10.000000,79.322034
10.000000,82.372881
10.000000,77.627119
100.000000,81.016949
100.000000,80.677966
100.000000,82.372881
1000.000000,78.305085
1000.000000,78.305085
1000.000000,80.000000
